main.py --name=runs/googlenet/ --dataset=CIFAR10 --lr=0.001 --lr-decay-every=5 --momentum=0.9 --epochs=30 --batch-size=128 --pruning=True --seed=0 --model=googlenet --mgpu=False --group_wd_coeff=1e-8 --wd=0.0 --tensorboard=True --pruning-method=22 --data=/data/cifar-10-batches-py/ --no_grad_clip=True
network structure
Total pruning layers: 0
pruning_engine.load_mask(): did not find mask file, will load nothing
connect_gates_with_parameters_for_flops only supports resnet for now
learning rate adjusted: 0.001 1
Epoch: [1][0/390]	Time 1.959 (1.959)	Loss 8.9382 (8.9382)	Prec@1 0.000 (0.000)	Prec@5 0.781 (0.781)
Epoch: [1][150/390]	Time 0.215 (0.108)	Loss 1.5183 (3.4143)	Prec@1 49.219 (28.358)	Prec@5 95.312 (65.806)
Epoch: [1][160/390]	Time 0.215 (0.107)	Loss 1.5484 (3.3015)	Prec@1 45.312 (29.435)	Prec@5 95.312 (67.527)
Epoch: [1][170/390]	Time 0.214 (0.106)	Loss 1.5742 (3.2038)	Prec@1 44.531 (30.487)	Prec@5 86.719 (68.864)
Epoch: [1][180/390]	Time 0.213 (0.106)	Loss 1.3100 (3.1150)	Prec@1 56.250 (31.539)	Prec@5 89.844 (70.123)
Epoch: [1][190/390]	Time 0.211 (0.105)	Loss 1.5440 (3.0316)	Prec@1 50.781 (32.416)	Prec@5 92.969 (71.319)
Epoch: [1][200/390]	Time 0.210 (0.105)	Loss 1.5206 (2.9554)	Prec@1 43.750 (33.287)	Prec@5 92.969 (72.345)
Epoch: [1][210/390]	Time 0.211 (0.104)	Loss 1.4690 (2.8853)	Prec@1 53.906 (34.082)	Prec@5 92.969 (73.286)
Epoch: [1][220/390]	Time 0.211 (0.104)	Loss 1.4582 (2.8204)	Prec@1 47.656 (34.972)	Prec@5 92.188 (74.159)
Epoch: [1][230/390]	Time 0.208 (0.103)	Loss 1.3823 (2.7595)	Prec@1 53.125 (35.711)	Prec@5 92.969 (75.014)
Epoch: [1][240/390]	Time 0.215 (0.103)	Loss 1.2892 (2.7035)	Prec@1 53.906 (36.369)	Prec@5 97.656 (75.801)
Epoch: [1][250/390]	Time 0.213 (0.103)	Loss 1.4557 (2.6497)	Prec@1 51.562 (37.089)	Prec@5 92.188 (76.491)
Epoch: [1][260/390]	Time 0.214 (0.102)	Loss 1.7755 (2.6017)	Prec@1 50.000 (37.689)	Prec@5 86.719 (77.092)
Epoch: [1][270/390]	Time 0.208 (0.102)	Loss 1.2881 (2.5586)	Prec@1 52.344 (38.264)	Prec@5 96.875 (77.675)
Epoch: [1][280/390]	Time 0.215 (0.102)	Loss 1.4010 (2.5170)	Prec@1 54.688 (38.729)	Prec@5 96.875 (78.283)
Epoch: [1][290/390]	Time 0.211 (0.102)	Loss 1.5004 (2.4761)	Prec@1 51.562 (39.242)	Prec@5 91.406 (78.828)
Epoch: [1][300/390]	Time 0.216 (0.101)	Loss 1.6309 (2.4369)	Prec@1 53.906 (39.779)	Prec@5 92.188 (79.358)
Epoch: [1][310/390]	Time 0.215 (0.101)	Loss 1.2510 (2.4022)	Prec@1 57.031 (40.228)	Prec@5 94.531 (79.858)
Epoch: [1][320/390]	Time 0.212 (0.101)	Loss 1.2440 (2.3671)	Prec@1 57.812 (40.720)	Prec@5 92.188 (80.308)
Epoch: [1][330/390]	Time 0.215 (0.101)	Loss 1.1329 (2.3355)	Prec@1 61.719 (41.189)	Prec@5 96.094 (80.733)
Epoch: [1][340/390]	Time 0.212 (0.101)	Loss 1.2238 (2.3049)	Prec@1 58.594 (41.661)	Prec@5 96.094 (81.154)
Epoch: [1][350/390]	Time 0.212 (0.100)	Loss 1.4660 (2.2754)	Prec@1 56.250 (42.114)	Prec@5 91.406 (81.528)
Epoch: [1][360/390]	Time 0.216 (0.100)	Loss 1.2420 (2.2466)	Prec@1 53.125 (42.519)	Prec@5 96.875 (81.917)
Epoch: [1][370/390]	Time 0.213 (0.100)	Loss 1.3279 (2.2190)	Prec@1 56.250 (42.960)	Prec@5 92.969 (82.288)
Epoch: [1][380/390]	Time 0.211 (0.100)	Loss 1.3336 (2.1925)	Prec@1 51.562 (43.350)	Prec@5 94.531 (82.636)
neurons_optimizer_left 6046874 390
 * Prec@1 61.940, Prec@5 96.000, Time 2.87676, Loss: 1.125
learning rate adjusted: 0.001 2
Epoch: [2][0/390]	Time 0.643 (0.643)	Loss 1.0597 (1.0597)	Prec@1 60.156 (60.156)	Prec@5 98.438 (98.438)
Epoch: [2][10/390]	Time 0.214 (0.146)	Loss 1.1664 (1.1176)	Prec@1 61.719 (62.003)	Prec@5 96.875 (96.449)
Epoch: [2][20/390]	Time 0.214 (0.121)	Loss 1.0248 (1.1172)	Prec@1 61.719 (62.277)	Prec@5 96.875 (96.057)
Epoch: [2][30/390]	Time 0.211 (0.113)	Loss 1.0072 (1.1023)	Prec@1 65.625 (62.324)	Prec@5 99.219 (96.547)
Epoch: [2][40/390]	Time 0.214 (0.108)	Loss 1.1935 (1.1020)	Prec@1 57.031 (62.386)	Prec@5 96.094 (96.532)
Epoch: [2][50/390]	Time 0.213 (0.106)	Loss 1.3392 (1.1116)	Prec@1 49.219 (61.933)	Prec@5 96.094 (96.400)
Epoch: [2][60/390]	Time 0.213 (0.104)	Loss 0.9602 (1.1000)	Prec@1 67.188 (62.269)	Prec@5 96.094 (96.491)
Epoch: [2][70/390]	Time 0.214 (0.103)	Loss 1.2127 (1.0997)	Prec@1 61.719 (62.346)	Prec@5 93.750 (96.347)
Epoch: [2][80/390]	Time 0.215 (0.101)	Loss 1.0059 (1.0925)	Prec@1 64.844 (62.558)	Prec@5 97.656 (96.402)
Epoch: [2][90/390]	Time 0.215 (0.101)	Loss 0.9470 (1.0841)	Prec@1 65.625 (62.775)	Prec@5 97.656 (96.471)
Epoch: [2][100/390]	Time 0.212 (0.100)	Loss 1.0740 (1.0852)	Prec@1 60.156 (62.918)	Prec@5 98.438 (96.496)
Epoch: [2][110/390]	Time 0.215 (0.100)	Loss 1.2768 (1.0813)	Prec@1 59.375 (63.119)	Prec@5 96.094 (96.544)
Epoch: [2][120/390]	Time 0.215 (0.099)	Loss 1.2079 (1.0808)	Prec@1 57.812 (63.088)	Prec@5 93.750 (96.526)
Epoch: [2][130/390]	Time 0.209 (0.099)	Loss 0.9209 (1.0774)	Prec@1 65.625 (63.204)	Prec@5 96.094 (96.499)
Epoch: [2][140/390]	Time 0.209 (0.099)	Loss 1.0772 (1.0767)	Prec@1 67.969 (63.303)	Prec@5 92.188 (96.448)
Epoch: [2][150/390]	Time 0.208 (0.098)	Loss 0.9765 (1.0747)	Prec@1 64.844 (63.411)	Prec@5 96.875 (96.394)
Epoch: [2][160/390]	Time 0.216 (0.098)	Loss 1.0326 (1.0697)	Prec@1 62.500 (63.495)	Prec@5 96.094 (96.424)
Epoch: [2][170/390]	Time 0.212 (0.098)	Loss 0.9632 (1.0686)	Prec@1 69.531 (63.528)	Prec@5 95.312 (96.427)
Epoch: [2][180/390]	Time 0.210 (0.098)	Loss 1.0157 (1.0674)	Prec@1 64.062 (63.614)	Prec@5 97.656 (96.456)
Epoch: [2][190/390]	Time 0.212 (0.098)	Loss 0.9536 (1.0629)	Prec@1 71.094 (63.780)	Prec@5 97.656 (96.486)
Epoch: [2][200/390]	Time 0.214 (0.097)	Loss 0.9672 (1.0601)	Prec@1 67.188 (63.806)	Prec@5 97.656 (96.521)
Epoch: [2][210/390]	Time 0.212 (0.097)	Loss 1.1721 (1.0593)	Prec@1 53.906 (63.763)	Prec@5 95.312 (96.549)
Epoch: [2][220/390]	Time 0.216 (0.097)	Loss 0.9921 (1.0565)	Prec@1 65.625 (63.850)	Prec@5 96.875 (96.575)
Epoch: [2][230/390]	Time 0.215 (0.097)	Loss 0.9932 (1.0559)	Prec@1 62.500 (63.900)	Prec@5 97.656 (96.574)
Epoch: [2][240/390]	Time 0.211 (0.097)	Loss 1.0794 (1.0556)	Prec@1 60.938 (63.858)	Prec@5 96.875 (96.557)
Epoch: [2][250/390]	Time 0.211 (0.097)	Loss 1.0315 (1.0528)	Prec@1 64.062 (63.885)	Prec@5 96.094 (96.551)
Epoch: [2][260/390]	Time 0.213 (0.097)	Loss 1.0877 (1.0507)	Prec@1 59.375 (63.973)	Prec@5 94.531 (96.528)
Epoch: [2][270/390]	Time 0.211 (0.097)	Loss 1.1133 (1.0469)	Prec@1 61.719 (64.060)	Prec@5 97.656 (96.546)
Epoch: [2][280/390]	Time 0.213 (0.096)	Loss 0.8454 (1.0437)	Prec@1 68.750 (64.204)	Prec@5 96.875 (96.583)
Epoch: [2][290/390]	Time 0.211 (0.096)	Loss 1.2081 (1.0427)	Prec@1 60.156 (64.186)	Prec@5 92.969 (96.593)
Epoch: [2][300/390]	Time 0.214 (0.096)	Loss 0.8178 (1.0409)	Prec@1 67.969 (64.234)	Prec@5 97.656 (96.589)
Epoch: [2][310/390]	Time 0.214 (0.096)	Loss 1.1570 (1.0396)	Prec@1 58.594 (64.261)	Prec@5 94.531 (96.594)
Epoch: [2][320/390]	Time 0.213 (0.096)	Loss 0.8196 (1.0377)	Prec@1 72.656 (64.369)	Prec@5 98.438 (96.610)
Epoch: [2][330/390]	Time 0.216 (0.096)	Loss 0.8810 (1.0353)	Prec@1 73.438 (64.452)	Prec@5 96.875 (96.639)
Epoch: [2][340/390]	Time 0.214 (0.096)	Loss 0.9851 (1.0342)	Prec@1 61.719 (64.457)	Prec@5 97.656 (96.641)
Epoch: [2][350/390]	Time 0.212 (0.096)	Loss 0.8317 (1.0310)	Prec@1 68.750 (64.541)	Prec@5 97.656 (96.657)
Epoch: [2][360/390]	Time 0.209 (0.096)	Loss 1.0227 (1.0291)	Prec@1 63.281 (64.601)	Prec@5 97.656 (96.674)
Epoch: [2][370/390]	Time 0.214 (0.096)	Loss 0.9624 (1.0253)	Prec@1 67.969 (64.772)	Prec@5 96.094 (96.700)
Epoch: [2][380/390]	Time 0.210 (0.096)	Loss 0.8720 (1.0228)	Prec@1 75.000 (64.885)	Prec@5 98.438 (96.701)
neurons_optimizer_left 5995276 780
 * Prec@1 68.070, Prec@5 97.120, Time 1.15622, Loss: 0.941
learning rate adjusted: 0.001 3
Epoch: [3][0/390]	Time 0.621 (0.621)	Loss 1.0611 (1.0611)	Prec@1 64.844 (64.844)	Prec@5 96.094 (96.094)
Epoch: [3][10/390]	Time 0.211 (0.144)	Loss 0.9709 (0.9246)	Prec@1 64.062 (67.756)	Prec@5 98.438 (97.301)
Epoch: [3][20/390]	Time 0.213 (0.121)	Loss 0.7370 (0.8622)	Prec@1 73.438 (70.089)	Prec@5 98.438 (97.470)
Epoch: [3][30/390]	Time 0.215 (0.113)	Loss 0.8524 (0.8546)	Prec@1 73.438 (70.312)	Prec@5 95.312 (97.404)
Epoch: [3][40/390]	Time 0.212 (0.109)	Loss 0.7212 (0.8434)	Prec@1 77.344 (70.846)	Prec@5 98.438 (97.542)
Epoch: [3][50/390]	Time 0.215 (0.106)	Loss 0.8710 (0.8337)	Prec@1 68.750 (71.278)	Prec@5 98.438 (97.580)
Epoch: [3][60/390]	Time 0.213 (0.105)	Loss 0.7658 (0.8316)	Prec@1 73.438 (71.414)	Prec@5 99.219 (97.631)
Epoch: [3][70/390]	Time 0.214 (0.104)	Loss 0.7695 (0.8208)	Prec@1 74.219 (71.831)	Prec@5 97.656 (97.711)
Epoch: [3][80/390]	Time 0.215 (0.103)	Loss 0.6925 (0.8288)	Prec@1 75.781 (71.682)	Prec@5 100.000 (97.647)
Epoch: [3][90/390]	Time 0.211 (0.102)	Loss 0.8508 (0.8306)	Prec@1 71.875 (71.540)	Prec@5 97.656 (97.716)
Epoch: [3][100/390]	Time 0.215 (0.101)	Loss 0.7735 (0.8355)	Prec@1 77.344 (71.535)	Prec@5 100.000 (97.718)
Epoch: [3][110/390]	Time 0.213 (0.101)	Loss 0.8439 (0.8422)	Prec@1 70.312 (71.354)	Prec@5 96.094 (97.713)
Epoch: [3][120/390]	Time 0.214 (0.100)	Loss 0.6697 (0.8397)	Prec@1 78.906 (71.462)	Prec@5 100.000 (97.714)
Epoch: [3][130/390]	Time 0.212 (0.100)	Loss 0.7933 (0.8434)	Prec@1 76.562 (71.362)	Prec@5 96.094 (97.620)
Epoch: [3][140/390]	Time 0.216 (0.100)	Loss 0.9632 (0.8452)	Prec@1 64.062 (71.315)	Prec@5 96.875 (97.667)
Epoch: [3][150/390]	Time 0.213 (0.100)	Loss 0.6743 (0.8438)	Prec@1 78.906 (71.332)	Prec@5 98.438 (97.677)
Epoch: [3][160/390]	Time 0.212 (0.099)	Loss 0.7819 (0.8412)	Prec@1 71.875 (71.399)	Prec@5 96.875 (97.695)
Epoch: [3][170/390]	Time 0.215 (0.099)	Loss 0.7933 (0.8378)	Prec@1 74.219 (71.455)	Prec@5 96.875 (97.716)
Epoch: [3][180/390]	Time 0.213 (0.099)	Loss 0.8309 (0.8365)	Prec@1 74.219 (71.538)	Prec@5 97.656 (97.704)
Epoch: [3][190/390]	Time 0.215 (0.099)	Loss 0.7442 (0.8349)	Prec@1 75.000 (71.536)	Prec@5 97.656 (97.701)
Epoch: [3][200/390]	Time 0.210 (0.099)	Loss 0.8136 (0.8368)	Prec@1 71.094 (71.432)	Prec@5 97.656 (97.711)
Epoch: [3][210/390]	Time 0.212 (0.099)	Loss 0.7265 (0.8338)	Prec@1 77.344 (71.523)	Prec@5 98.438 (97.727)
Epoch: [3][220/390]	Time 0.212 (0.098)	Loss 0.7384 (0.8333)	Prec@1 71.094 (71.578)	Prec@5 99.219 (97.759)
Epoch: [3][230/390]	Time 0.213 (0.098)	Loss 0.8334 (0.8310)	Prec@1 70.312 (71.645)	Prec@5 97.656 (97.771)
Epoch: [3][240/390]	Time 0.213 (0.098)	Loss 0.7128 (0.8307)	Prec@1 73.438 (71.648)	Prec@5 97.656 (97.770)
Epoch: [3][250/390]	Time 0.213 (0.098)	Loss 0.8621 (0.8290)	Prec@1 74.219 (71.654)	Prec@5 98.438 (97.793)
Epoch: [3][260/390]	Time 0.212 (0.098)	Loss 0.8785 (0.8290)	Prec@1 67.969 (71.642)	Prec@5 98.438 (97.815)
Epoch: [3][270/390]	Time 0.210 (0.098)	Loss 0.6321 (0.8258)	Prec@1 78.125 (71.745)	Prec@5 99.219 (97.838)
Epoch: [3][280/390]	Time 0.209 (0.098)	Loss 0.8335 (0.8240)	Prec@1 72.656 (71.819)	Prec@5 98.438 (97.840)
Epoch: [3][290/390]	Time 0.213 (0.098)	Loss 0.8479 (0.8232)	Prec@1 75.000 (71.902)	Prec@5 96.094 (97.839)
Epoch: [3][300/390]	Time 0.213 (0.098)	Loss 0.7204 (0.8239)	Prec@1 77.344 (71.870)	Prec@5 96.875 (97.835)
Epoch: [3][310/390]	Time 0.215 (0.098)	Loss 0.8618 (0.8231)	Prec@1 69.531 (71.895)	Prec@5 97.656 (97.840)
Epoch: [3][320/390]	Time 0.213 (0.098)	Loss 0.6651 (0.8219)	Prec@1 75.000 (71.948)	Prec@5 99.219 (97.849)
Epoch: [3][330/390]	Time 0.214 (0.097)	Loss 0.7092 (0.8189)	Prec@1 75.781 (72.026)	Prec@5 97.656 (97.871)
Epoch: [3][340/390]	Time 0.214 (0.097)	Loss 0.7764 (0.8187)	Prec@1 75.000 (72.017)	Prec@5 99.219 (97.878)
Epoch: [3][350/390]	Time 0.213 (0.097)	Loss 0.7735 (0.8189)	Prec@1 74.219 (72.022)	Prec@5 97.656 (97.883)
Epoch: [3][360/390]	Time 0.211 (0.097)	Loss 0.7096 (0.8177)	Prec@1 73.438 (72.046)	Prec@5 99.219 (97.896)
Epoch: [3][370/390]	Time 0.213 (0.097)	Loss 0.8895 (0.8168)	Prec@1 69.531 (72.050)	Prec@5 96.875 (97.896)
Epoch: [3][380/390]	Time 0.211 (0.097)	Loss 0.8721 (0.8159)	Prec@1 71.094 (72.090)	Prec@5 98.438 (97.890)
neurons_optimizer_left 5980310 1170
 * Prec@1 70.720, Prec@5 97.450, Time 1.08516, Loss: 0.865
learning rate adjusted: 0.001 4
Epoch: [4][0/390]	Time 0.619 (0.619)	Loss 0.6572 (0.6572)	Prec@1 75.000 (75.000)	Prec@5 100.000 (100.000)
Epoch: [4][10/390]	Time 0.212 (0.144)	Loss 0.6688 (0.6577)	Prec@1 76.562 (76.776)	Prec@5 98.438 (98.580)
Epoch: [4][20/390]	Time 0.214 (0.121)	Loss 0.6143 (0.6609)	Prec@1 78.906 (76.897)	Prec@5 98.438 (98.586)
Epoch: [4][30/390]	Time 0.211 (0.113)	Loss 0.5718 (0.6501)	Prec@1 76.562 (77.445)	Prec@5 98.438 (98.589)
Epoch: [4][40/390]	Time 0.215 (0.109)	Loss 0.7341 (0.6547)	Prec@1 78.125 (77.649)	Prec@5 96.875 (98.514)
Epoch: [4][50/390]	Time 0.212 (0.106)	Loss 0.7121 (0.6651)	Prec@1 75.781 (77.497)	Prec@5 97.656 (98.438)
Epoch: [4][60/390]	Time 0.216 (0.105)	Loss 0.6928 (0.6680)	Prec@1 76.562 (77.344)	Prec@5 96.875 (98.412)
Epoch: [4][70/390]	Time 0.209 (0.103)	Loss 0.6209 (0.6693)	Prec@1 75.781 (77.201)	Prec@5 99.219 (98.504)
Epoch: [4][80/390]	Time 0.212 (0.102)	Loss 0.7482 (0.6736)	Prec@1 73.438 (77.006)	Prec@5 100.000 (98.534)
Epoch: [4][90/390]	Time 0.213 (0.101)	Loss 0.7298 (0.6841)	Prec@1 74.219 (76.588)	Prec@5 96.094 (98.489)
Epoch: [4][100/390]	Time 0.209 (0.100)	Loss 0.7415 (0.6871)	Prec@1 75.000 (76.501)	Prec@5 99.219 (98.468)
Epoch: [4][110/390]	Time 0.208 (0.100)	Loss 0.6805 (0.6864)	Prec@1 78.125 (76.408)	Prec@5 98.438 (98.487)
Epoch: [4][120/390]	Time 0.210 (0.099)	Loss 0.5925 (0.6834)	Prec@1 80.469 (76.453)	Prec@5 99.219 (98.483)
Epoch: [4][130/390]	Time 0.207 (0.099)	Loss 0.5796 (0.6819)	Prec@1 77.344 (76.497)	Prec@5 99.219 (98.509)
Epoch: [4][140/390]	Time 0.209 (0.098)	Loss 0.7892 (0.6824)	Prec@1 71.875 (76.463)	Prec@5 97.656 (98.526)
Epoch: [4][150/390]	Time 0.209 (0.098)	Loss 0.5936 (0.6829)	Prec@1 76.562 (76.485)	Prec@5 98.438 (98.525)
Epoch: [4][160/390]	Time 0.209 (0.098)	Loss 0.7051 (0.6846)	Prec@1 75.781 (76.456)	Prec@5 96.875 (98.515)
Epoch: [4][170/390]	Time 0.210 (0.097)	Loss 0.6870 (0.6837)	Prec@1 76.562 (76.403)	Prec@5 100.000 (98.524)
Epoch: [4][180/390]	Time 0.211 (0.097)	Loss 0.6369 (0.6838)	Prec@1 75.000 (76.355)	Prec@5 98.438 (98.507)
Epoch: [4][190/390]	Time 0.211 (0.097)	Loss 0.5713 (0.6849)	Prec@1 79.688 (76.366)	Prec@5 98.438 (98.503)
Epoch: [4][200/390]	Time 0.211 (0.097)	Loss 0.7270 (0.6835)	Prec@1 73.438 (76.442)	Prec@5 99.219 (98.472)
Epoch: [4][210/390]	Time 0.209 (0.097)	Loss 0.6771 (0.6807)	Prec@1 77.344 (76.477)	Prec@5 99.219 (98.493)
Epoch: [4][220/390]	Time 0.217 (0.097)	Loss 0.7661 (0.6781)	Prec@1 75.000 (76.605)	Prec@5 99.219 (98.529)
Epoch: [4][230/390]	Time 0.209 (0.097)	Loss 0.5899 (0.6791)	Prec@1 81.250 (76.596)	Prec@5 99.219 (98.532)
Epoch: [4][240/390]	Time 0.216 (0.096)	Loss 0.6236 (0.6795)	Prec@1 75.000 (76.569)	Prec@5 100.000 (98.544)
Epoch: [4][250/390]	Time 0.208 (0.096)	Loss 0.6804 (0.6810)	Prec@1 75.000 (76.544)	Prec@5 99.219 (98.565)
Epoch: [4][260/390]	Time 0.207 (0.096)	Loss 0.7105 (0.6799)	Prec@1 77.344 (76.562)	Prec@5 97.656 (98.566)
Epoch: [4][270/390]	Time 0.208 (0.096)	Loss 0.6086 (0.6829)	Prec@1 76.562 (76.439)	Prec@5 97.656 (98.559)
Epoch: [4][280/390]	Time 0.207 (0.096)	Loss 0.8485 (0.6848)	Prec@1 68.750 (76.429)	Prec@5 98.438 (98.571)
Epoch: [4][290/390]	Time 0.208 (0.096)	Loss 0.6775 (0.6853)	Prec@1 76.562 (76.404)	Prec@5 97.656 (98.566)
Epoch: [4][300/390]	Time 0.212 (0.096)	Loss 0.7551 (0.6871)	Prec@1 74.219 (76.357)	Prec@5 99.219 (98.557)
Epoch: [4][310/390]	Time 0.209 (0.096)	Loss 0.7484 (0.6883)	Prec@1 81.250 (76.357)	Prec@5 96.875 (98.553)
Epoch: [4][320/390]	Time 0.215 (0.096)	Loss 0.4617 (0.6875)	Prec@1 82.031 (76.375)	Prec@5 98.438 (98.569)
Epoch: [4][330/390]	Time 0.213 (0.096)	Loss 0.5868 (0.6870)	Prec@1 78.906 (76.421)	Prec@5 99.219 (98.565)
Epoch: [4][340/390]	Time 0.213 (0.096)	Loss 0.5906 (0.6857)	Prec@1 75.000 (76.425)	Prec@5 100.000 (98.580)
Epoch: [4][350/390]	Time 0.214 (0.096)	Loss 0.6346 (0.6853)	Prec@1 77.344 (76.456)	Prec@5 98.438 (98.578)
Epoch: [4][360/390]	Time 0.216 (0.096)	Loss 0.6440 (0.6856)	Prec@1 79.688 (76.476)	Prec@5 97.656 (98.567)
Epoch: [4][370/390]	Time 0.215 (0.096)	Loss 0.6888 (0.6855)	Prec@1 76.562 (76.487)	Prec@5 98.438 (98.579)
Epoch: [4][380/390]	Time 0.211 (0.096)	Loss 0.5128 (0.6850)	Prec@1 82.812 (76.505)	Prec@5 98.438 (98.583)
neurons_optimizer_left 5964424 1560
 * Prec@1 72.260, Prec@5 97.690, Time 1.12089, Loss: 0.830
learning rate adjusted: 0.0001 5
Epoch: [5][0/390]	Time 0.628 (0.628)	Loss 0.5051 (0.5051)	Prec@1 85.156 (85.156)	Prec@5 97.656 (97.656)
Epoch: [5][10/390]	Time 0.216 (0.145)	Loss 0.5816 (0.5384)	Prec@1 80.469 (82.173)	Prec@5 100.000 (99.148)
Epoch: [5][20/390]	Time 0.216 (0.122)	Loss 0.6349 (0.5567)	Prec@1 80.469 (81.845)	Prec@5 96.875 (98.921)
Epoch: [5][30/390]	Time 0.215 (0.113)	Loss 0.6202 (0.5674)	Prec@1 75.781 (81.477)	Prec@5 99.219 (98.967)
Epoch: [5][40/390]	Time 0.212 (0.109)	Loss 0.5842 (0.5652)	Prec@1 82.812 (81.155)	Prec@5 99.219 (99.066)
Epoch: [5][50/390]	Time 0.215 (0.106)	Loss 0.5006 (0.5595)	Prec@1 82.812 (81.204)	Prec@5 98.438 (99.173)
Epoch: [5][60/390]	Time 0.213 (0.105)	Loss 0.4864 (0.5549)	Prec@1 82.031 (81.327)	Prec@5 100.000 (99.142)
Epoch: [5][70/390]	Time 0.212 (0.103)	Loss 0.6630 (0.5557)	Prec@1 81.250 (81.239)	Prec@5 97.656 (99.120)
Epoch: [5][80/390]	Time 0.212 (0.102)	Loss 0.4928 (0.5589)	Prec@1 82.812 (81.086)	Prec@5 99.219 (99.113)
Epoch: [5][90/390]	Time 0.214 (0.101)	Loss 0.4953 (0.5653)	Prec@1 81.250 (80.829)	Prec@5 100.000 (99.090)
Epoch: [5][100/390]	Time 0.214 (0.101)	Loss 0.4995 (0.5660)	Prec@1 82.812 (80.685)	Prec@5 97.656 (99.095)
Epoch: [5][110/390]	Time 0.210 (0.100)	Loss 0.6537 (0.5683)	Prec@1 75.781 (80.631)	Prec@5 100.000 (99.099)
Epoch: [5][120/390]	Time 0.211 (0.100)	Loss 0.6239 (0.5688)	Prec@1 77.344 (80.617)	Prec@5 98.438 (99.090)
Epoch: [5][130/390]	Time 0.216 (0.099)	Loss 0.4892 (0.5663)	Prec@1 84.375 (80.654)	Prec@5 99.219 (99.099)
Epoch: [5][140/390]	Time 0.217 (0.099)	Loss 0.5342 (0.5659)	Prec@1 81.250 (80.646)	Prec@5 100.000 (99.102)
Epoch: [5][150/390]	Time 0.209 (0.099)	Loss 0.6554 (0.5683)	Prec@1 79.688 (80.541)	Prec@5 98.438 (99.110)
Epoch: [5][160/390]	Time 0.214 (0.099)	Loss 0.6023 (0.5681)	Prec@1 79.688 (80.551)	Prec@5 97.656 (99.093)
Epoch: [5][170/390]	Time 0.215 (0.098)	Loss 0.9124 (0.5710)	Prec@1 71.875 (80.387)	Prec@5 96.875 (99.068)
Epoch: [5][180/390]	Time 0.216 (0.098)	Loss 0.6217 (0.5720)	Prec@1 75.000 (80.387)	Prec@5 99.219 (99.063)
Epoch: [5][190/390]	Time 0.210 (0.098)	Loss 0.6458 (0.5718)	Prec@1 84.375 (80.444)	Prec@5 97.656 (99.043)
Epoch: [5][200/390]	Time 0.211 (0.098)	Loss 0.4898 (0.5691)	Prec@1 79.688 (80.554)	Prec@5 99.219 (99.024)
