main.py --name=runs/googlenet/ --dataset=CIFAR10 --lr=0.001 --lr-decay-every=10 --momentum=0.9 --epochs=30 --batch-size=128 --pruning=True --seed=0 --model=googlenet --mgpu=False --group_wd_coeff=1e-8 --wd=0.0 --tensorboard=True --pruning-method=22 --data=/data/cifar-10-batches-py/ --no_grad_clip=True
network structure
Total pruning layers: 0
pruning_engine.load_mask(): did not find mask file, will load nothing
connect_gates_with_parameters_for_flops only supports resnet for now
learning rate adjusted: 0.001 1
Epoch: [1][0/390]	Time 1.942 (1.942)	Loss 8.9382 (8.9382)	Prec@1 0.000 (0.000)	Prec@5 0.781 (0.781)
Epoch: [1][130/390]	Time 0.207 (0.107)	Loss 1.7329 (3.6767)	Prec@1 46.094 (26.050)	Prec@5 92.188 (62.035)
Epoch: [1][140/390]	Time 0.207 (0.106)	Loss 1.7307 (3.5378)	Prec@1 43.750 (27.272)	Prec@5 89.062 (64.035)
Epoch: [1][150/390]	Time 0.207 (0.105)	Loss 1.5100 (3.4112)	Prec@1 46.094 (28.477)	Prec@5 95.312 (65.899)
Epoch: [1][160/390]	Time 0.208 (0.105)	Loss 1.5574 (3.3000)	Prec@1 44.531 (29.615)	Prec@5 94.531 (67.551)
Epoch: [1][170/390]	Time 0.209 (0.104)	Loss 1.5686 (3.1997)	Prec@1 47.656 (30.661)	Prec@5 87.500 (68.937)
Epoch: [1][180/390]	Time 0.211 (0.103)	Loss 1.2637 (3.1086)	Prec@1 57.031 (31.703)	Prec@5 91.406 (70.148)
Epoch: [1][190/390]	Time 0.208 (0.103)	Loss 1.4381 (3.0262)	Prec@1 53.906 (32.714)	Prec@5 96.094 (71.311)
Epoch: [1][200/390]	Time 0.207 (0.102)	Loss 1.5305 (2.9500)	Prec@1 45.312 (33.532)	Prec@5 93.750 (72.388)
Epoch: [1][210/390]	Time 0.208 (0.102)	Loss 1.4550 (2.8811)	Prec@1 57.031 (34.312)	Prec@5 87.500 (73.293)
Epoch: [1][220/390]	Time 0.209 (0.102)	Loss 1.3544 (2.8176)	Prec@1 56.250 (35.107)	Prec@5 90.625 (74.141)
Epoch: [1][230/390]	Time 0.209 (0.101)	Loss 1.4893 (2.7565)	Prec@1 52.344 (35.904)	Prec@5 91.406 (74.983)
Epoch: [1][240/390]	Time 0.213 (0.101)	Loss 1.2161 (2.7003)	Prec@1 58.594 (36.589)	Prec@5 95.312 (75.733)
Epoch: [1][250/390]	Time 0.211 (0.101)	Loss 1.3382 (2.6466)	Prec@1 50.781 (37.251)	Prec@5 95.312 (76.438)
Epoch: [1][260/390]	Time 0.211 (0.100)	Loss 1.6114 (2.5978)	Prec@1 48.438 (37.850)	Prec@5 92.188 (77.092)
Epoch: [1][270/390]	Time 0.208 (0.100)	Loss 1.3947 (2.5547)	Prec@1 54.688 (38.440)	Prec@5 96.875 (77.684)
Epoch: [1][280/390]	Time 0.213 (0.100)	Loss 1.3365 (2.5134)	Prec@1 53.906 (38.937)	Prec@5 96.094 (78.256)
Epoch: [1][290/390]	Time 0.210 (0.100)	Loss 1.4694 (2.4721)	Prec@1 51.562 (39.484)	Prec@5 90.625 (78.799)
Epoch: [1][300/390]	Time 0.211 (0.100)	Loss 1.5644 (2.4329)	Prec@1 51.562 (40.054)	Prec@5 91.406 (79.322)
Epoch: [1][310/390]	Time 0.211 (0.099)	Loss 1.2368 (2.3979)	Prec@1 62.500 (40.580)	Prec@5 93.750 (79.816)
Epoch: [1][320/390]	Time 0.214 (0.099)	Loss 1.1287 (2.3614)	Prec@1 58.594 (41.080)	Prec@5 94.531 (80.301)
Epoch: [1][330/390]	Time 0.213 (0.099)	Loss 1.2159 (2.3298)	Prec@1 55.469 (41.505)	Prec@5 94.531 (80.726)
Epoch: [1][340/390]	Time 0.223 (0.099)	Loss 1.2002 (2.2990)	Prec@1 56.250 (41.940)	Prec@5 96.094 (81.140)
Epoch: [1][350/390]	Time 0.213 (0.099)	Loss 1.4816 (2.2690)	Prec@1 54.688 (42.392)	Prec@5 92.969 (81.533)
Epoch: [1][360/390]	Time 0.213 (0.099)	Loss 1.2490 (2.2404)	Prec@1 56.250 (42.813)	Prec@5 97.656 (81.912)
Epoch: [1][370/390]	Time 0.211 (0.099)	Loss 1.2743 (2.2135)	Prec@1 55.469 (43.202)	Prec@5 95.312 (82.269)
Epoch: [1][380/390]	Time 0.211 (0.099)	Loss 1.3973 (2.1877)	Prec@1 53.906 (43.578)	Prec@5 92.188 (82.607)
neurons_optimizer_left 6119666 390
 * Prec@1 61.660, Prec@5 95.970, Time 2.97339, Loss: 1.115
learning rate adjusted: 0.001 2
Epoch: [2][0/390]	Time 0.640 (0.640)	Loss 1.1012 (1.1012)	Prec@1 59.375 (59.375)	Prec@5 96.875 (96.875)
Epoch: [2][10/390]	Time 0.214 (0.145)	Loss 1.1345 (1.0953)	Prec@1 60.156 (61.790)	Prec@5 97.656 (96.520)
Epoch: [2][20/390]	Time 0.212 (0.121)	Loss 0.9378 (1.1081)	Prec@1 68.750 (62.202)	Prec@5 96.094 (96.094)
Epoch: [2][30/390]	Time 0.208 (0.112)	Loss 0.9924 (1.0841)	Prec@1 64.844 (62.853)	Prec@5 96.094 (96.371)
Epoch: [2][40/390]	Time 0.210 (0.108)	Loss 1.1374 (1.0783)	Prec@1 59.375 (62.919)	Prec@5 97.656 (96.475)
Epoch: [2][50/390]	Time 0.209 (0.105)	Loss 1.3201 (1.0873)	Prec@1 53.906 (62.868)	Prec@5 96.094 (96.461)
Epoch: [2][60/390]	Time 0.210 (0.103)	Loss 1.0821 (1.0815)	Prec@1 66.406 (62.999)	Prec@5 96.094 (96.504)
Epoch: [2][70/390]	Time 0.210 (0.102)	Loss 1.1733 (1.0817)	Prec@1 64.844 (63.017)	Prec@5 93.750 (96.347)
Epoch: [2][80/390]	Time 0.208 (0.101)	Loss 0.9799 (1.0783)	Prec@1 65.625 (63.146)	Prec@5 96.875 (96.393)
Epoch: [2][90/390]	Time 0.208 (0.100)	Loss 1.0298 (1.0707)	Prec@1 64.844 (63.333)	Prec@5 98.438 (96.497)
Epoch: [2][100/390]	Time 0.210 (0.100)	Loss 1.1627 (1.0741)	Prec@1 54.688 (63.312)	Prec@5 96.875 (96.481)
Epoch: [2][110/390]	Time 0.211 (0.099)	Loss 1.2308 (1.0704)	Prec@1 57.812 (63.485)	Prec@5 96.094 (96.572)
Epoch: [2][120/390]	Time 0.211 (0.099)	Loss 1.2250 (1.0719)	Prec@1 65.625 (63.404)	Prec@5 93.750 (96.572)
Epoch: [2][130/390]	Time 0.213 (0.098)	Loss 0.9648 (1.0675)	Prec@1 65.625 (63.424)	Prec@5 96.875 (96.577)
Epoch: [2][140/390]	Time 0.211 (0.098)	Loss 1.0364 (1.0669)	Prec@1 66.406 (63.431)	Prec@5 94.531 (96.543)
Epoch: [2][150/390]	Time 0.214 (0.098)	Loss 1.0128 (1.0661)	Prec@1 67.969 (63.530)	Prec@5 97.656 (96.461)
Epoch: [2][160/390]	Time 0.210 (0.098)	Loss 1.0491 (1.0613)	Prec@1 65.625 (63.577)	Prec@5 94.531 (96.526)
Epoch: [2][170/390]	Time 0.212 (0.097)	Loss 0.9728 (1.0610)	Prec@1 67.188 (63.542)	Prec@5 96.875 (96.510)
Epoch: [2][180/390]	Time 0.212 (0.097)	Loss 1.0178 (1.0603)	Prec@1 67.188 (63.618)	Prec@5 96.875 (96.508)
Epoch: [2][190/390]	Time 0.211 (0.097)	Loss 1.1061 (1.0562)	Prec@1 61.719 (63.719)	Prec@5 96.094 (96.552)
Epoch: [2][200/390]	Time 0.215 (0.097)	Loss 1.0275 (1.0540)	Prec@1 63.281 (63.783)	Prec@5 97.656 (96.583)
Epoch: [2][210/390]	Time 0.213 (0.097)	Loss 1.1342 (1.0532)	Prec@1 50.781 (63.785)	Prec@5 96.094 (96.612)
Epoch: [2][220/390]	Time 0.213 (0.097)	Loss 0.9449 (1.0501)	Prec@1 66.406 (63.896)	Prec@5 96.875 (96.638)
Epoch: [2][230/390]	Time 0.212 (0.097)	Loss 0.9466 (1.0504)	Prec@1 66.406 (63.924)	Prec@5 97.656 (96.631)
Epoch: [2][240/390]	Time 0.211 (0.097)	Loss 0.9660 (1.0490)	Prec@1 67.188 (63.985)	Prec@5 94.531 (96.603)
Epoch: [2][250/390]	Time 0.211 (0.097)	Loss 1.0516 (1.0469)	Prec@1 64.844 (64.028)	Prec@5 95.312 (96.586)
Epoch: [2][260/390]	Time 0.211 (0.097)	Loss 1.0728 (1.0444)	Prec@1 60.156 (64.119)	Prec@5 94.531 (96.558)
Epoch: [2][270/390]	Time 0.211 (0.096)	Loss 1.1483 (1.0409)	Prec@1 64.844 (64.230)	Prec@5 94.531 (96.584)
Epoch: [2][280/390]	Time 0.214 (0.096)	Loss 0.8114 (1.0379)	Prec@1 75.000 (64.357)	Prec@5 96.875 (96.580)
Epoch: [2][290/390]	Time 0.211 (0.096)	Loss 1.2294 (1.0372)	Prec@1 62.500 (64.371)	Prec@5 94.531 (96.590)
Epoch: [2][300/390]	Time 0.214 (0.096)	Loss 0.8756 (1.0360)	Prec@1 68.750 (64.390)	Prec@5 98.438 (96.589)
Epoch: [2][310/390]	Time 0.214 (0.096)	Loss 1.0980 (1.0347)	Prec@1 60.156 (64.459)	Prec@5 94.531 (96.574)
Epoch: [2][320/390]	Time 0.212 (0.096)	Loss 0.8215 (1.0330)	Prec@1 70.312 (64.535)	Prec@5 97.656 (96.595)
Epoch: [2][330/390]	Time 0.210 (0.096)	Loss 0.8672 (1.0306)	Prec@1 71.875 (64.586)	Prec@5 96.875 (96.608)
Epoch: [2][340/390]	Time 0.211 (0.096)	Loss 0.9343 (1.0289)	Prec@1 61.719 (64.605)	Prec@5 98.438 (96.630)
Epoch: [2][350/390]	Time 0.208 (0.096)	Loss 0.8924 (1.0269)	Prec@1 67.188 (64.657)	Prec@5 97.656 (96.632)
Epoch: [2][360/390]	Time 0.207 (0.096)	Loss 1.0401 (1.0258)	Prec@1 64.844 (64.694)	Prec@5 99.219 (96.656)
Epoch: [2][370/390]	Time 0.209 (0.096)	Loss 1.0075 (1.0218)	Prec@1 65.625 (64.835)	Prec@5 97.656 (96.681)
Epoch: [2][380/390]	Time 0.211 (0.096)	Loss 0.8561 (1.0197)	Prec@1 72.656 (64.932)	Prec@5 99.219 (96.682)
neurons_optimizer_left 6073286 780
 * Prec@1 68.120, Prec@5 97.190, Time 1.10957, Loss: 0.940
learning rate adjusted: 0.001 3
Epoch: [3][0/390]	Time 0.603 (0.603)	Loss 1.1646 (1.1646)	Prec@1 62.500 (62.500)	Prec@5 94.531 (94.531)
Epoch: [3][10/390]	Time 0.222 (0.144)	Loss 1.0058 (0.9179)	Prec@1 66.406 (68.182)	Prec@5 97.656 (96.875)
Epoch: [3][20/390]	Time 0.218 (0.121)	Loss 0.6794 (0.8516)	Prec@1 75.781 (70.908)	Prec@5 100.000 (97.582)
Epoch: [3][30/390]	Time 0.211 (0.113)	Loss 0.7926 (0.8416)	Prec@1 74.219 (71.522)	Prec@5 98.438 (97.707)
Epoch: [3][40/390]	Time 0.210 (0.108)	Loss 0.6727 (0.8268)	Prec@1 78.125 (72.066)	Prec@5 99.219 (97.732)
Epoch: [3][50/390]	Time 0.209 (0.105)	Loss 0.8809 (0.8191)	Prec@1 70.312 (72.426)	Prec@5 99.219 (97.794)
Epoch: [3][60/390]	Time 0.211 (0.104)	Loss 0.6965 (0.8178)	Prec@1 73.438 (72.400)	Prec@5 100.000 (97.720)
Epoch: [3][70/390]	Time 0.213 (0.102)	Loss 0.7661 (0.8107)	Prec@1 77.344 (72.689)	Prec@5 98.438 (97.777)
Epoch: [3][80/390]	Time 0.213 (0.101)	Loss 0.6638 (0.8205)	Prec@1 76.562 (72.357)	Prec@5 98.438 (97.676)
Epoch: [3][90/390]	Time 0.212 (0.101)	Loss 0.8262 (0.8242)	Prec@1 68.750 (72.141)	Prec@5 97.656 (97.665)
Epoch: [3][100/390]	Time 0.211 (0.100)	Loss 0.7844 (0.8295)	Prec@1 79.688 (72.053)	Prec@5 98.438 (97.618)
Epoch: [3][110/390]	Time 0.212 (0.100)	Loss 0.8940 (0.8369)	Prec@1 69.531 (71.755)	Prec@5 95.312 (97.614)
Epoch: [3][120/390]	Time 0.215 (0.099)	Loss 0.6653 (0.8370)	Prec@1 74.219 (71.739)	Prec@5 100.000 (97.611)
Epoch: [3][130/390]	Time 0.215 (0.099)	Loss 0.7786 (0.8407)	Prec@1 75.781 (71.630)	Prec@5 97.656 (97.579)
Epoch: [3][140/390]	Time 0.210 (0.099)	Loss 0.9805 (0.8427)	Prec@1 64.844 (71.576)	Prec@5 96.094 (97.606)
Epoch: [3][150/390]	Time 0.211 (0.099)	Loss 0.6533 (0.8417)	Prec@1 77.344 (71.559)	Prec@5 100.000 (97.610)
Epoch: [3][160/390]	Time 0.212 (0.098)	Loss 0.8132 (0.8390)	Prec@1 72.656 (71.584)	Prec@5 96.094 (97.637)
Epoch: [3][170/390]	Time 0.213 (0.098)	Loss 0.8649 (0.8354)	Prec@1 69.531 (71.624)	Prec@5 96.875 (97.665)
Epoch: [3][180/390]	Time 0.209 (0.098)	Loss 0.7862 (0.8340)	Prec@1 76.562 (71.685)	Prec@5 99.219 (97.661)
Epoch: [3][190/390]	Time 0.210 (0.098)	Loss 0.7937 (0.8326)	Prec@1 71.875 (71.695)	Prec@5 98.438 (97.681)
Epoch: [3][200/390]	Time 0.211 (0.098)	Loss 0.8279 (0.8346)	Prec@1 73.438 (71.607)	Prec@5 97.656 (97.699)
Epoch: [3][210/390]	Time 0.210 (0.097)	Loss 0.7738 (0.8316)	Prec@1 75.781 (71.708)	Prec@5 98.438 (97.749)
Epoch: [3][220/390]	Time 0.207 (0.097)	Loss 0.7730 (0.8305)	Prec@1 70.312 (71.702)	Prec@5 97.656 (97.791)
Epoch: [3][230/390]	Time 0.209 (0.097)	Loss 0.7922 (0.8285)	Prec@1 71.875 (71.730)	Prec@5 98.438 (97.795)
Epoch: [3][240/390]	Time 0.212 (0.097)	Loss 0.7128 (0.8286)	Prec@1 75.000 (71.713)	Prec@5 98.438 (97.792)
Epoch: [3][250/390]	Time 0.214 (0.097)	Loss 0.8306 (0.8262)	Prec@1 71.875 (71.772)	Prec@5 98.438 (97.806)
Epoch: [3][260/390]	Time 0.211 (0.097)	Loss 0.8216 (0.8255)	Prec@1 66.406 (71.758)	Prec@5 99.219 (97.836)
Epoch: [3][270/390]	Time 0.208 (0.097)	Loss 0.6572 (0.8232)	Prec@1 78.125 (71.840)	Prec@5 97.656 (97.847)
Epoch: [3][280/390]	Time 0.209 (0.097)	Loss 0.8020 (0.8217)	Prec@1 67.969 (71.842)	Prec@5 98.438 (97.837)
Epoch: [3][290/390]	Time 0.208 (0.096)	Loss 0.8058 (0.8217)	Prec@1 71.094 (71.854)	Prec@5 98.438 (97.847)
Epoch: [3][300/390]	Time 0.210 (0.096)	Loss 0.7972 (0.8217)	Prec@1 73.438 (71.841)	Prec@5 96.875 (97.861)
Epoch: [3][310/390]	Time 0.210 (0.096)	Loss 0.8029 (0.8201)	Prec@1 74.219 (71.872)	Prec@5 96.875 (97.877)
Epoch: [3][320/390]	Time 0.209 (0.096)	Loss 0.7743 (0.8188)	Prec@1 76.562 (71.892)	Prec@5 96.875 (97.873)
Epoch: [3][330/390]	Time 0.207 (0.096)	Loss 0.7160 (0.8169)	Prec@1 75.000 (71.972)	Prec@5 99.219 (97.897)
Epoch: [3][340/390]	Time 0.211 (0.096)	Loss 0.8008 (0.8162)	Prec@1 75.000 (72.008)	Prec@5 100.000 (97.913)
Epoch: [3][350/390]	Time 0.211 (0.096)	Loss 0.7659 (0.8162)	Prec@1 74.219 (72.015)	Prec@5 98.438 (97.906)
Epoch: [3][360/390]	Time 0.209 (0.096)	Loss 0.6931 (0.8151)	Prec@1 75.000 (72.029)	Prec@5 98.438 (97.916)
Epoch: [3][370/390]	Time 0.208 (0.096)	Loss 0.8670 (0.8144)	Prec@1 71.094 (72.048)	Prec@5 97.656 (97.917)
Epoch: [3][380/390]	Time 0.211 (0.096)	Loss 0.9185 (0.8143)	Prec@1 64.062 (72.053)	Prec@5 100.000 (97.923)
neurons_optimizer_left 6062364 1170
 * Prec@1 70.230, Prec@5 97.550, Time 1.23776, Loss: 0.864
learning rate adjusted: 0.001 4
Epoch: [4][0/390]	Time 0.622 (0.622)	Loss 0.6722 (0.6722)	Prec@1 77.344 (77.344)	Prec@5 99.219 (99.219)
Epoch: [4][10/390]	Time 0.210 (0.143)	Loss 0.7453 (0.6672)	Prec@1 68.750 (77.415)	Prec@5 98.438 (98.295)
Epoch: [4][20/390]	Time 0.213 (0.120)	Loss 0.6520 (0.6659)	Prec@1 78.125 (77.753)	Prec@5 99.219 (98.438)
Epoch: [4][30/390]	Time 0.208 (0.112)	Loss 0.6108 (0.6493)	Prec@1 78.906 (78.251)	Prec@5 99.219 (98.614)
Epoch: [4][40/390]	Time 0.212 (0.108)	Loss 0.7319 (0.6511)	Prec@1 74.219 (78.201)	Prec@5 99.219 (98.628)
Epoch: [4][50/390]	Time 0.211 (0.105)	Loss 0.6371 (0.6591)	Prec@1 78.906 (77.972)	Prec@5 98.438 (98.560)
Epoch: [4][60/390]	Time 0.210 (0.103)	Loss 0.6773 (0.6622)	Prec@1 76.562 (77.664)	Prec@5 98.438 (98.540)
Epoch: [4][70/390]	Time 0.207 (0.102)	Loss 0.7314 (0.6643)	Prec@1 67.969 (77.179)	Prec@5 99.219 (98.537)
Epoch: [4][80/390]	Time 0.211 (0.101)	Loss 0.7472 (0.6709)	Prec@1 76.562 (76.958)	Prec@5 100.000 (98.553)
Epoch: [4][90/390]	Time 0.209 (0.100)	Loss 0.6485 (0.6807)	Prec@1 76.562 (76.597)	Prec@5 96.875 (98.506)
Epoch: [4][100/390]	Time 0.211 (0.099)	Loss 0.7603 (0.6836)	Prec@1 72.656 (76.640)	Prec@5 99.219 (98.484)
Epoch: [4][110/390]	Time 0.211 (0.099)	Loss 0.6600 (0.6826)	Prec@1 78.125 (76.675)	Prec@5 97.656 (98.466)
Epoch: [4][120/390]	Time 0.212 (0.098)	Loss 0.6254 (0.6803)	Prec@1 78.906 (76.730)	Prec@5 99.219 (98.470)
Epoch: [4][130/390]	Time 0.211 (0.098)	Loss 0.6341 (0.6807)	Prec@1 75.000 (76.729)	Prec@5 100.000 (98.527)
Epoch: [4][140/390]	Time 0.211 (0.098)	Loss 0.7698 (0.6816)	Prec@1 73.438 (76.729)	Prec@5 98.438 (98.543)
Epoch: [4][150/390]	Time 0.210 (0.097)	Loss 0.6802 (0.6841)	Prec@1 76.562 (76.650)	Prec@5 98.438 (98.536)
Epoch: [4][160/390]	Time 0.211 (0.097)	Loss 0.7183 (0.6851)	Prec@1 75.781 (76.645)	Prec@5 96.875 (98.525)
Epoch: [4][170/390]	Time 0.211 (0.097)	Loss 0.6243 (0.6841)	Prec@1 76.562 (76.613)	Prec@5 100.000 (98.538)
Epoch: [4][180/390]	Time 0.211 (0.097)	Loss 0.6818 (0.6839)	Prec@1 77.344 (76.632)	Prec@5 96.875 (98.532)
Epoch: [4][190/390]	Time 0.211 (0.097)	Loss 0.6052 (0.6840)	Prec@1 78.125 (76.603)	Prec@5 98.438 (98.560)
Epoch: [4][200/390]	Time 0.211 (0.096)	Loss 0.7298 (0.6828)	Prec@1 70.312 (76.597)	Prec@5 99.219 (98.550)
Epoch: [4][210/390]	Time 0.209 (0.096)	Loss 0.5551 (0.6794)	Prec@1 82.812 (76.718)	Prec@5 100.000 (98.571)
Epoch: [4][220/390]	Time 0.207 (0.096)	Loss 0.8460 (0.6758)	Prec@1 74.219 (76.838)	Prec@5 96.875 (98.600)
Epoch: [4][230/390]	Time 0.211 (0.096)	Loss 0.5962 (0.6765)	Prec@1 79.688 (76.853)	Prec@5 98.438 (98.613)
Epoch: [4][240/390]	Time 0.209 (0.096)	Loss 0.6793 (0.6779)	Prec@1 75.000 (76.754)	Prec@5 98.438 (98.613)
Epoch: [4][250/390]	Time 0.210 (0.096)	Loss 0.6912 (0.6803)	Prec@1 72.656 (76.699)	Prec@5 100.000 (98.609)
Epoch: [4][260/390]	Time 0.208 (0.096)	Loss 0.6720 (0.6794)	Prec@1 73.438 (76.718)	Prec@5 98.438 (98.611)
Epoch: [4][270/390]	Time 0.211 (0.096)	Loss 0.5460 (0.6820)	Prec@1 81.250 (76.591)	Prec@5 99.219 (98.605)
Epoch: [4][280/390]	Time 0.210 (0.096)	Loss 0.8448 (0.6837)	Prec@1 74.219 (76.588)	Prec@5 99.219 (98.599)
Epoch: [4][290/390]	Time 0.210 (0.096)	Loss 0.7246 (0.6840)	Prec@1 75.000 (76.579)	Prec@5 98.438 (98.599)
Epoch: [4][300/390]	Time 0.208 (0.096)	Loss 0.7529 (0.6860)	Prec@1 71.094 (76.531)	Prec@5 99.219 (98.585)
Epoch: [4][310/390]	Time 0.208 (0.096)	Loss 0.6963 (0.6871)	Prec@1 78.125 (76.497)	Prec@5 96.875 (98.581)
Epoch: [4][320/390]	Time 0.210 (0.095)	Loss 0.4333 (0.6862)	Prec@1 85.156 (76.516)	Prec@5 100.000 (98.591)
Epoch: [4][330/390]	Time 0.208 (0.095)	Loss 0.5808 (0.6858)	Prec@1 76.562 (76.565)	Prec@5 99.219 (98.581)
Epoch: [4][340/390]	Time 0.210 (0.095)	Loss 0.6533 (0.6850)	Prec@1 74.219 (76.560)	Prec@5 99.219 (98.589)
Epoch: [4][350/390]	Time 0.209 (0.095)	Loss 0.5903 (0.6842)	Prec@1 81.250 (76.609)	Prec@5 98.438 (98.582)
Epoch: [4][360/390]	Time 0.209 (0.095)	Loss 0.7598 (0.6842)	Prec@1 76.562 (76.643)	Prec@5 97.656 (98.580)
Epoch: [4][370/390]	Time 0.208 (0.095)	Loss 0.6570 (0.6837)	Prec@1 74.219 (76.649)	Prec@5 99.219 (98.585)
Epoch: [4][380/390]	Time 0.211 (0.095)	Loss 0.4677 (0.6827)	Prec@1 85.938 (76.681)	Prec@5 99.219 (98.593)
neurons_optimizer_left 6046032 1560
 * Prec@1 72.470, Prec@5 97.870, Time 1.17972, Loss: 0.825
learning rate adjusted: 0.001 5
Epoch: [5][0/390]	Time 0.592 (0.592)	Loss 0.4219 (0.4219)	Prec@1 84.375 (84.375)	Prec@5 99.219 (99.219)
Epoch: [5][10/390]	Time 0.215 (0.141)	Loss 0.6579 (0.5468)	Prec@1 80.469 (81.960)	Prec@5 99.219 (99.148)
Epoch: [5][20/390]	Time 0.214 (0.119)	Loss 0.5648 (0.5425)	Prec@1 79.688 (81.622)	Prec@5 97.656 (98.958)
Epoch: [5][30/390]	Time 0.216 (0.112)	Loss 0.7105 (0.5506)	Prec@1 74.219 (81.149)	Prec@5 99.219 (98.891)
Epoch: [5][40/390]	Time 0.214 (0.108)	Loss 0.4882 (0.5506)	Prec@1 83.594 (80.964)	Prec@5 100.000 (99.028)
Epoch: [5][50/390]	Time 0.211 (0.105)	Loss 0.5326 (0.5468)	Prec@1 77.344 (80.974)	Prec@5 100.000 (99.142)
Epoch: [5][60/390]	Time 0.213 (0.104)	Loss 0.5645 (0.5442)	Prec@1 80.469 (81.058)	Prec@5 99.219 (99.129)
Epoch: [5][70/390]	Time 0.215 (0.103)	Loss 0.6381 (0.5462)	Prec@1 82.812 (81.195)	Prec@5 97.656 (99.087)
Epoch: [5][80/390]	Time 0.208 (0.102)	Loss 0.5449 (0.5472)	Prec@1 82.031 (81.144)	Prec@5 99.219 (99.103)
Epoch: [5][90/390]	Time 0.211 (0.101)	Loss 0.5382 (0.5554)	Prec@1 85.156 (80.881)	Prec@5 99.219 (99.107)
Epoch: [5][100/390]	Time 0.212 (0.100)	Loss 0.4667 (0.5580)	Prec@1 84.375 (80.755)	Prec@5 99.219 (99.103)
Epoch: [5][110/390]	Time 0.212 (0.100)	Loss 0.6719 (0.5585)	Prec@1 76.562 (80.778)	Prec@5 99.219 (99.120)
Epoch: [5][120/390]	Time 0.212 (0.100)	Loss 0.6459 (0.5607)	Prec@1 75.781 (80.721)	Prec@5 98.438 (99.096)
Epoch: [5][130/390]	Time 0.213 (0.099)	Loss 0.5260 (0.5582)	Prec@1 82.031 (80.701)	Prec@5 99.219 (99.094)
Epoch: [5][140/390]	Time 0.212 (0.099)	Loss 0.5784 (0.5600)	Prec@1 78.125 (80.618)	Prec@5 97.656 (99.080)
Epoch: [5][150/390]	Time 0.210 (0.099)	Loss 0.6823 (0.5620)	Prec@1 75.781 (80.567)	Prec@5 99.219 (99.084)
Epoch: [5][160/390]	Time 0.213 (0.098)	Loss 0.5298 (0.5615)	Prec@1 80.469 (80.585)	Prec@5 99.219 (99.068)
Epoch: [5][170/390]	Time 0.214 (0.098)	Loss 0.8943 (0.5647)	Prec@1 71.875 (80.514)	Prec@5 95.312 (99.045)
Epoch: [5][180/390]	Time 0.214 (0.098)	Loss 0.6507 (0.5668)	Prec@1 78.125 (80.451)	Prec@5 99.219 (99.029)
Epoch: [5][190/390]	Time 0.220 (0.098)	Loss 0.7226 (0.5690)	Prec@1 76.562 (80.391)	Prec@5 97.656 (99.027)
Epoch: [5][200/390]	Time 0.210 (0.098)	Loss 0.5152 (0.5667)	Prec@1 81.250 (80.484)	Prec@5 100.000 (99.036)
